Mod:Item:MetaData, Localized Name
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
pneumaticcraft:fluid.lubricant, Lubricant
pneumaticcraft:fluid.fuel, Gasoline
pneumaticcraft:fluid.diesel, Diesel
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:fluid.lpg, LPG
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:fluid.oil, Oil
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:redstone_module, Redstone Module
pollutantpump:pump, Pollutant Pump
pollutantpump:pipe, Pump Pipe
secretroomsmod:camouflage_paste:0, Camouflage Paste
secretroomsmod:camouflage_paste:1, Energized Camouflage Paste
secretroomsmod:secret_wooden_door, Secret Wooden Door
secretroomsmod:secret_iron_door, Secret Iron Door
secretroomsmod:switch_probe, Switch Probe
secretroomsmod:programmable_switch_probe, Programmable Switch Probe
secretroomsmod:iron_exposing_helmet, Helmet of True Sight (Iron)
secretroomsmod:diamond_exposing_helmet, Helmet of True Sight (Diamond)
snad:snad:0, Snad
snad:snad:1, Red Snad
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
torchmaster:frozen_pearl, Frozen Pearl
matteroverdrive:dilithium_crystal, Dilithium Crystal
matteroverdrive:tritanium_ingot, Tritanium Ingot
matteroverdrive:tritanium_nugget, Tritanium Nugget
matteroverdrive:tritanium_dust, Tritanium Dust
matteroverdrive:tritanium_plate, Tritanium Plate
matteroverdrive:matter_dust, Matter Dust
matteroverdrive:matter_dust_refined, Refined Matter Dust
matteroverdrive:android_pill:0, Red Pill
matteroverdrive:android_pill:1, Blue Pill
matteroverdrive:android_pill:2, Yellow Pill
matteroverdrive:emergency_ration, Emergency Ration
matteroverdrive:earl_gray_tea, Tea. Earl Grey. Hot.
matteroverdrive:romulan_ale, Romulan Ale
matteroverdrive:battery, Battery
matteroverdrive:hc_battery, High Capacity Battery
matteroverdrive:creative_battery, Creative Battery
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, Matter-Energy Conversion Matrix
matteroverdrive:h_compensator, Heisenberg Compensator
matteroverdrive:integration_matrix, Integration Matrix
matteroverdrive:machine_casing, Machine Casing
matteroverdrive:s_magnet, Superconductor Magnet
matteroverdrive:isolinear_circuit:0, Isolinear Circuit Mk1
matteroverdrive:isolinear_circuit:1, Isolinear Circuit Mk2
matteroverdrive:isolinear_circuit:2, Isolinear Circuit Mk3
matteroverdrive:isolinear_circuit:3, Isolinear Circuit Mk4
matteroverdrive:matter:0, item.matteroverdrive.matter.name
matteroverdrive:matter:1, item.matteroverdrive.matter.name
matteroverdrive:matter:2, item.matteroverdrive.matter.name
matteroverdrive:forcefield_emitter, Force Field Emitter
matteroverdrive:weapon_handle, Weapon Handle
matteroverdrive:weapon_receiver, Weapon Receiver
matteroverdrive:plasma_core, Plasma Core
matteroverdrive:phaser, Phaser
matteroverdrive:phaser_rifle, Phaser Rifle
matteroverdrive:plasma_shotgun, Plasma Shotgun
matteroverdrive:ion_sniper, Ion Sniper
matteroverdrive:omni_tool, Omni Tool
matteroverdrive:weapon_module_color:0, Color Module (Red)
matteroverdrive:weapon_module_color:1, Color Module (Green)
matteroverdrive:weapon_module_color:2, Color Module (Blue)
matteroverdrive:weapon_module_color:3, Color Module (Brown)
matteroverdrive:weapon_module_color:4, Color Module (Pink)
matteroverdrive:weapon_module_color:5, Color Module (Sky Blue)
matteroverdrive:weapon_module_color:6, Color Module (Gold)
matteroverdrive:weapon_module_color:7, Color Module (Lime Green)
matteroverdrive:weapon_module_color:8, Color Module (Black)
matteroverdrive:weapon_module_color:9, Color Module (Gray)
matteroverdrive:weapon_module_barrel:0, Dilithium Focusing Matrix
matteroverdrive:weapon_module_barrel:1, Incendiary Filter
matteroverdrive:weapon_module_barrel:2, Burst Inductive Drum
matteroverdrive:weapon_module_barrel:3, Regenerative Converter
matteroverdrive:weapon_module_barrel:4, Degenerative Explosive Focusing Matrix (Doomsday)
matteroverdrive:weapon_module_barrel:5, Voxel Exaggerating Nullification Obliteration Matrix (VENOM)
matteroverdrive:sniper_scope, Sniper Scope
matteroverdrive:weapon_module_ricochet:0, Shot Rebound Module
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, Tritanium Wrench
matteroverdrive:tritanium_axe, Tritanium Axe
matteroverdrive:tritanium_pickaxe, Tritanium Pickaxe
matteroverdrive:tritanium_sword, Tritanium Sword
matteroverdrive:tritanium_hoe, Tritanium Hoe
matteroverdrive:tritanium_shovel, Tritanium Shovel
matteroverdrive:tritanium_helmet, Tritanium Helmet
matteroverdrive:tritanium_chestplate, Tritanium Chestplate
matteroverdrive:tritanium_leggings, Tritanium Leggings
matteroverdrive:tritanium_boots, Tritanium Boots
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:tritanium_spine, Tritanium Spine
matteroverdrive:matter_scanner, Matter Scanner
matteroverdrive:pattern_drive, Pattern Drive
matteroverdrive:network_flash_drive, Network Flash Drive
matteroverdrive:upgrade:0, Upgrade Shell
matteroverdrive:upgrade:1, Speed Upgrade
matteroverdrive:upgrade:2, Power Upgrade
matteroverdrive:upgrade:3, Fail-Safe Upgrade
matteroverdrive:upgrade:4, Range Upgrade
matteroverdrive:upgrade:5, Power Storage Upgrade
matteroverdrive:upgrade:6, Hyper Speed Upgrade
matteroverdrive:upgrade:7, Matter Storage Upgrade
matteroverdrive:transport_flash_drive, Transport Flash Drive
matteroverdrive:energy_pack, Energy Pack
matteroverdrive:data_pad, Data Pad
matteroverdrive:contract, Contract
matteroverdrive:portable_decomposer, Portable Decomposer
matteroverdrive:security_protocol, item.matteroverdrive.security_protocol.name
matteroverdrive:spacetime_equalizer, Space-Time Equalizer
matteroverdrive:record_transformation, Music Disc
matteroverdrive:artifact, Unknown Artifact
matteroverdrive:trilithium_crystal, Pure Trilithium Crystal
matteroverdrive:quantum_fold_manipulator, Quantum Fold Manipulator
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Matter Transport Pipe
matteroverdrive:heavy_matter_pipe, Heavy Duty Matter Transport Pipe
matteroverdrive:network_pipe, Matter Network Cable
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Pattern Storage
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, tile.null.name
matteroverdrive:molten_tritanium, tile.null.name
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Charging Station
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Floor Tiles
matteroverdrive:decorative.floor_tile_white, White Floor Tiles
matteroverdrive:decorative.floor_tiles_green, Green Floor Tiles
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:bounding_box, Bounding Block
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
customnpcs:npcwand, Npc Wand
customnpcs:npcmobcloner, Mob Cloner
customnpcs:npcscripter, Scripter
customnpcs:npcmovingpath, Npc Pather
customnpcs:npcmounter, Mounter
customnpcs:npcteleporter, Teleporter
customnpcs:npcscripteddoortool, Scripted Door
customnpcs:npcsoulstoneempty, Soulstone Empty
customnpcs:npcsoulstonefilled, Soulstone Filled
customnpcs:scripted_item:0, Scripted Item
customnpcs:nbt_book, item.nbt_book.name
customnpcs:npcredstoneblock, Redstone Block
customnpcs:npccarpentybench, Carpentry Bench
customnpcs:npcmailbox:0, Mailbox
customnpcs:npcmailbox:1, Mailbox
customnpcs:npcmailbox:2, Mailbox
customnpcs:npcwaypoint, Location Quest Block
customnpcs:npcborder, Border
customnpcs:npcscripted, Scripted Block
customnpcs:npcscripteddoor, tile.npcscripteddoor.name
customnpcs:npcbuilderblock, Builder Block
customnpcs:npccopyblock, Copy Block
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
patchouli:guide_book, Guide Book
trashcansreborn:trashcan, Garbage Bin
trashcansreborn:trashcanfluid, Fluid Garbage Bin
gasesframework:gas_smoke, Smoke
gasesframework:gas_fire, Ignited Gas
gases:gas_natural, Natural Gas
gases:gas_red, Red Gas
gases:gas_coal_dust, Coal Dust
gases:gas_steam, Steam
gases:gas_iocalfaeus, Iocalfaeus Gas
gases:gas_black_damp, Black Damp
gases:gas_void, Void Gas
gases:gas_nitrous, Nitrous Gas
gases:gas_finine, Finine
gases:gas_helium, Helium
gases:gas_whispering_fog, Whispering Fog
gases:heated_iron, Heated Iron Ore
gases:heated_diamond, Heated Diamond Ore
gases:heated_gold, Heated Gold Ore
gases:heated_redstone, Heated Redstone Ore
gases:heated_lapis, Heated Lapis Lazuli Ore
gases:heated_stone, Heated Stone
gases:diabaline, Diabaline
gases:primitive_respirator, Primitive Respirator
gases:advanced_respirator, Advanced Respirator
gases:whispering_fog_emitter, Cracked Bedrock
ichunutil:compact_porkchop, Compact Raw Porkchop
testdummy:dummy, Test Dummy
naturalabsorption:book_absorption, Book of Absorption
omlib:debug_tool, Debug Tool
omlib:fake_sword, item.fake_sword.name
omlib:multi_tool, item.multi_tool.name
omlib:network_cable, tile.network_cable.name
openmodularturrets:intermediate_tiered:0, Sensor (Tier 1)
openmodularturrets:intermediate_tiered:1, Sensor (Tier 2)
openmodularturrets:intermediate_tiered:2, Sensor (Tier 3)
openmodularturrets:intermediate_tiered:3, Sensor (Tier 4)
openmodularturrets:intermediate_tiered:4, Sensor (Tier 5)
openmodularturrets:intermediate_tiered:5, Chamber (Tier 1)
openmodularturrets:intermediate_tiered:6, Chamber (Tier 2)
